is_x86_64,memory_mb,cpu_count,disk_count,has_raw_disk,has_qcow2_disk,needs_disk_conversion,has_virtio_bus,needs_bus_change,has_virtio_net,needs_net_change,compatibility_score,issue_count,blocker_count,warning_count,conversion_action_count,has_windows_os,has_linux_os,total_disk_size_gb_est,is_multi_disk,label
1,37881.93344464782,27.455882965405184,5,0.3,0.1,0.6705331755251293,0.3,0.25673676062029455,0.2,0.4698774473114251,65.09357413523924,4,0,3,5,0,1,1153.3710410408116,1,1
1,6765.442558530742,14.561020611346574,1,0.0,0.0,0.9647909029568019,0.2,0.3943535541706897,0.1,0.31154854103687274,59.512524049046995,5,0,5,5,1,0,226.07373847620744,1,1
1,15593.082808987003,13.424087813367322,2,0.7,0.2,0.0,0.9,0.0,0.9,0.0,90.91572307387261,0,0,1,0,0,1,77.00667212288892,1,0
1,563.109923213259,1.4484241429862474,1,0.0,0.0,1.0,0.0,0.61213465473028,0.0,0.8560896106737679,19.489963499872005,4,1,5,6,0,0,21.440322307508584,0,2
1,323.38460550608386,1.0,1,0.5,0.3,0.0,0.9,0.0,0.9,0.0,94.54498927278843,0,0,1,0,0,1,19.595158321286682,0,0
1,59345.51766007638,21.67188152792336,4,0.3,0.1,0.6750392038473378,0.3,0.5225516810152824,0.2,0.36756962386523984,64.56670260287612,5,1,4,5,0,1,1361.8501326329022,1,2
1,15530.41426528338,7.723571462015524,2,0.3,0.2,0.7417470111331295,0.5,0.37385938694870696,0.4,0.3812287388095813,61.57626066346798,3,0,3,3,0,1,196.8530533945673,1,1
1,1607.6181171252597,1.572733093451038,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,85.36949713780314,0,0,0,0,0,1,21.84074400428417,0,0
1,15524.046866155502,4.844993570194527,2,0.7,0.2,0.0,0.9,0.0,0.9,0.0,91.07013008058506,1,0,1,0,0,1,42.70818245348694,0,0
1,250.41271297205782,1.7089109969101186,1,0.0,0.0,1.0,0.0,0.6467959221322467,0.0,0.9046805777392568,42.404535787167234,6,1,3,5,0,1,24.95737947416938,0,2
1,1934.0732367345759,1.1523055931181907,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,97.7323429790132,0,0,1,0,0,1,23.154223690542608,0,0
1,2720.056662988251,2.3100832334554884,1,0.0,0.0,0.9963681776621063,0.1,0.8355734008277453,0.1,0.6441618473246701,36.2562840128966,2,0,4,3,1,0,46.112472815899665,0,1
1,371.3024525744887,1.9652518303907698,1,0.0,0.0,1.0,0.0,0.542673732496884,0.0,0.5258408605843039,31.25418526272592,5,1,5,6,0,1,17.907508707529885,1,2
1,1941.3741107781436,2.3005622127422263,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,94.88085285998231,0,0,0,0,0,1,12.42618899851593,0,0
1,25112.573561209643,4.698323146101323,4,0.2,0.2,0.46257481706843445,0.4,0.20009715926583815,0.5,0.16476799941183615,71.43787768100186,4,0,1,1,0,1,674.4435344590154,1,2
1,380.33075014406404,1.0,1,0.5,0.3,0.0,0.9,0.0,0.9,0.0,91.53509348016837,0,0,0,0,0,1,8.715964842517362,0,0
1,51649.92735846878,4.403017681633164,4,0.3,0.1,0.5458995329067209,0.3,0.24707849413428007,0.2,0.2245653237565177,69.18042114486033,2,0,3,3,1,0,1052.2491874050183,1,1
1,8267.69724347558,4.39102840638424,3,0.3,0.2,0.774572865795693,0.5,0.4433401936490238,0.4,0.10435744933668559,50.53565891016347,4,0,4,1,0,1,126.30039174401,1,1
1,3309.2631846705435,3.8877832091215145,1,0.0,0.0,0.9888503194250335,0.1,0.8468795734220016,0.1,0.5545614389784045,50.02373236705999,3,0,4,2,1,0,43.747586714745495,0,1
1,489.52248657018566,1.0,1,0.5,0.3,0.0,0.9,0.0,0.9,0.0,90.79153956701161,1,0,1,0,0,1,8.10026539815118,0,0
1,10248.699240278504,7.2816271651916615,1,0.0,0.0,0.7283328882267784,0.2,0.6415033867081784,0.1,0.2284754593840916,46.16414706028165,5,0,3,3,1,0,414.65550199091047,0,1
1,12036.424002660464,5.773657080679304,2,0.3,0.2,0.3195931633378231,0.5,0.20897301585778938,0.4,0.387032220608099,69.17901591368306,2,0,4,4,0,1,132.14793204129353,1,2
1,45320.411161146054,22.00092115610186,8,0.3,0.0,0.7363214161012072,0.2,0.6723029302414258,0.3,0.4433651007372047,25.72485068437546,3,1,5,3,1,0,5217.331311489238,1,2
1,25259.591447061925,6.799576840532175,6,0.3,0.1,0.5054188257401492,0.3,0.6526909882096318,0.2,0.13651467071445345,42.7725455036166,3,1,4,3,0,1,1007.2019395609756,1,2
1,730.5765366450264,1.75237452943768,1,0.0,0.0,1.0,0.0,0.8906480252356013,0.0,0.556732301008724,47.237164227491704,6,1,3,3,0,0,18.647894254124722,0,2
1,4097.928753909455,6.569063790304833,2,0.3,0.2,0.3505613380613951,0.5,0.04205340305749872,0.4,0.280387652583648,52.54670522274677,4,0,2,2,0,1,53.01580490270396,1,1
1,4048.116249348213,2.122812387268361,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,87.41284294133781,1,0,2,0,0,1,39.58003191468613,0,0
1,69755.82229603114,12.67604013512545,4,0.3,0.0,0.7511950360489018,0.2,0.582033745718664,0.3,0.1994896617721152,23.256313225477463,4,1,3,4,1,0,1628.7702045466833,1,2
1,11355.078891135887,6.476269275592539,2,0.3,0.2,0.41875323564623496,0.5,0.20011144643601242,0.4,0.19108595635209108,52.9011962592674,3,0,1,2,0,1,168.33747984427745,1,1
1,80151.10587184073,13.035218871772344,6,0.4,0.1,0.7110804436345199,0.3,0.5971859184477202,0.4,0.12213896942061966,49.384899954046226,5,0,4,2,0,0,4979.990600140979,1,1
1,35268.28841595142,12.84520847011623,6,0.0,0.0,1.0,0.0,0.7123852758368922,0.0,0.7801645936306235,42.25659459727291,6,0,3,5,1,0,1346.5452187569258,1,1
0,1301.9117524367628,1.2332039108949546,1,0.3,0.1,0.9871974038330833,0.2,0.6944842977918411,0.1,0.579264685607898,46.44385465376482,1,0,1,1,0,0,57.026591356769174,0,1
1,22474.652578139987,15.030118622026714,4,0.2,0.2,0.7730913933416054,0.4,0.4464255558001634,0.5,0.013565601031856821,50.79100923491756,1,0,2,1,0,1,532.3330736797192,1,1
1,59591.43898424255,24.988192399330018,3,0.4,0.1,0.8879657591258413,0.3,0.5368475692542835,0.4,0.3514986114133414,46.40426059282396,4,0,2,5,0,0,2764.8621201414226,1,1
1,122535.84610993532,40.76837381022643,4,0.3,0.0,0.9779062919529712,0.2,0.6398589562709646,0.3,0.19893924069727908,26.263603382752336,4,0,3,3,0,1,7691.4917556361725,1,2
1,1474.9221755787016,1.0665542260909049,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,89.96330373291786,0,0,2,0,0,1,19.233317193131484,0,0
1,31849.743802690606,5.0608986803877585,3,0.8,0.1,0.0,0.95,0.0,0.95,0.0,91.05224299318596,0,0,0,0,0,1,59.43750450655526,1,0
1,6994.194437238959,7.418906352059757,2,0.6,0.2,0.0,0.9,0.0,0.9,0.0,75.29089331335764,0,0,1,0,0,1,35.68976180398929,0,0
1,4187.681589391157,2.5419684674794323,1,0.0,0.0,0.935095903822343,0.1,0.5586171129285081,0.2,0.38662601006836206,65.87091126240236,3,0,2,1,0,0,38.36543024953045,0,1
1,72881.38396385423,13.20504508805023,5,0.4,0.1,0.7318599737886954,0.3,0.336625284182618,0.4,0.2611790250142211,46.10417056442502,5,0,3,5,1,0,1859.2029599545433,1,1
1,4960.020317775088,3.0026732155630818,1,0.0,0.0,0.7516959613604889,0.1,0.47691560752346834,0.2,0.21226058487994368,45.06805189216494,1,0,1,2,0,0,38.43115072130903,0,1
1,14540.345455970419,9.047841791967997,1,0.0,0.0,0.7964748294040087,0.2,0.34614529311437303,0.1,0.39245815762251723,59.072465098362905,4,0,4,4,1,0,213.5515440113534,0,1
1,2567.27249519011,2.7918342467662915,1,0.0,0.0,0.9958770987600445,0.1,0.6146362583949331,0.2,0.47721252773222994,47.08349599352213,3,0,2,2,1,0,30.09747777376083,0,1
1,60385.20648600122,10.140129305387994,6,0.0,0.0,1.0,0.0,0.6121888610934376,0.0,0.7468859924298894,28.853666769828138,5,0,3,6,1,0,2197.778733970802,1,2
1,1666.331729450111,1.634344020989634,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,86.54994704355829,0,0,2,0,0,1,27.80777360662146,0,0
1,3664.222696667829,2.9968843978581146,1,0.0,0.0,0.8173840576174848,0.1,0.7148426167274191,0.1,0.5347364472083516,48.63598685460825,3,0,4,3,1,0,38.51327717396173,0,1
1,45231.478286919344,19.981792530729532,6,0.3,0.1,0.74912384892447,0.3,0.365174240640457,0.2,0.4734767295039498,30.301374525362988,2,0,4,5,1,1,535.8206432923504,1,1
0,931.501820465277,1.0802337456616422,1,0.0,0.0,1.0,0.0,0.5091212407141805,0.0,0.8484807311832108,49.890221390735775,6,1,4,6,0,1,29.376679073628562,1,2
1,11633.669200836643,7.5762559347655145,4,0.3,0.2,0.5675183660224552,0.5,0.238309742063206,0.4,0.3354330234810499,57.17771460523107,4,0,4,3,0,1,71.92110837413117,1,1
1,84853.3936387965,47.60488535608889,5,0.3,0.0,0.7154522212961023,0.2,0.5324952885690448,0.3,0.16174508610968094,27.028502546370436,5,1,4,4,1,0,5714.758808945284,1,2
1,23724.035420810582,3.2301535573971956,3,0.0,0.0,0.9044508166671787,0.2,0.6801139299448433,0.1,0.4382554962431377,51.505166599255546,3,0,3,4,1,0,467.58340635399986,1,1
1,30639.399967110156,24.46428930570204,3,0.4,0.1,0.5820007240212949,0.3,0.35169143398552016,0.4,0.3779348270769134,55.2558792762947,5,1,4,2,1,1,4160.636848125427,1,2
1,10853.753743175674,10.872619892082481,2,0.0,0.0,0.8076491452370507,0.2,0.7386002704065542,0.1,0.35697804296905417,63.5809803815052,3,0,3,5,1,0,252.83270140801895,1,1
1,82187.42522765107,21.00391092822177,4,0.3,0.0,0.7565928440806008,0.2,0.5127429918752695,0.3,0.1266476449563268,20.725634773119907,5,0,4,5,1,0,1823.084690302179,1,2
1,21874.72605798234,10.401533103715858,3,0.8,0.1,0.0,0.95,0.0,0.95,0.0,93.59726273886083,1,0,0,0,0,1,51.82054474568838,0,0
1,36064.37246426605,39.91382235279373,5,0.3,0.0,0.797592594852345,0.2,0.6018541167440465,0.3,0.14116641229765803,28.41203378711487,5,1,5,3,1,0,4385.074182312186,1,2
1,4445.886489502973,11.181312414462724,2,0.8,0.1,0.0,0.95,0.0,0.95,0.0,88.7769858836043,0,0,0,0,0,1,97.13523561948195,1,0
1,16241.369239320085,6.031014630660166,3,0.0,0.0,0.746005420934824,0.2,0.5931149160083986,0.1,0.40235547155378637,56.40089824021267,2,0,5,4,1,0,468.7744099424617,1,1
1,61726.68958362644,12.486863611760784,5,0.0,0.0,1.0,0.0,0.9084986674078952,0.0,0.5497741478881688,21.72303848418047,5,1,3,5,1,0,4598.087892150709,1,2
1,5429.9489119550835,2.993123062203739,3,0.3,0.2,0.7187453945012461,0.5,0.16607320632746947,0.4,0.12457770561825648,57.958846730698944,3,0,3,1,0,1,159.0799442949262,1,1
1,26683.511689221927,10.452101444221945,3,0.0,0.0,0.819450608077283,0.2,0.5686978014689614,0.1,0.5679422465651042,47.122109802808644,3,0,3,4,1,0,248.0202528093113,0,1
0,572.0854798191522,2.4951033182184394,1,0.3,0.1,0.709462724752274,0.2,0.66593836042724,0.1,0.44495755964665323,48.22353401112174,2,0,2,1,1,1,32.94944940085065,0,1
1,458.4826948700418,1.0,1,0.5,0.3,0.0,0.9,0.0,0.9,0.0,93.02604578400488,0,0,0,0,0,1,13.930775259800656,0,0
1,3199.858325910653,1.6297167792867573,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,97.96108578881427,0,0,0,0,0,1,11.096490035442846,0,0
1,373.74988185560744,3.326582850085032,1,0.3,0.1,0.7266444173740139,0.2,0.509756107731032,0.1,0.47630509877529126,41.03052243501304,2,1,1,1,0,1,23.615092736014972,0,2
1,5283.298099154701,3.402249314458363,1,0.0,0.0,0.9936794306847884,0.1,0.7359155437826282,0.2,0.46009812800345706,52.23953486094534,2,0,3,3,0,0,24.164343279382955,0,1
1,9215.232550421853,11.832953294222497,3,0.8,0.1,0.0,0.95,0.0,0.95,0.0,95.8121964446576,0,0,1,0,0,1,80.55868522989614,1,0
1,8976.591211951572,12.017021638847755,1,0.7,0.2,0.0,0.9,0.0,0.9,0.0,87.3150615489234,0,0,1,0,0,1,30.650096175536802,0,0
1,4856.731349470159,4.540096091257162,1,0.0,0.0,0.8264273651777494,0.2,0.7463358555384874,0.1,0.5269774246953763,46.963607309425655,3,0,3,4,1,0,311.53567355681156,0,1
1,4563.425191062981,5.312283085111881,2,0.6,0.2,0.0,0.9,0.0,0.9,0.0,92.22136039949443,0,0,2,0,0,1,51.19035099152123,0,0
1,8102.096766413218,4.826392716162887,2,0.6,0.2,0.0,0.9,0.0,0.9,0.0,83.50427008938468,0,0,0,0,0,1,41.66536858643468,1,0
1,8091.6173558160135,13.689023315190187,2,0.0,0.0,0.8577070546908057,0.2,0.38583964292415174,0.1,0.30892293060774756,35.64367367916134,5,0,2,3,1,0,305.19757873655664,0,1
1,378.14542912711585,1.0,1,0.5,0.3,0.0,0.9,0.0,0.9,0.0,97.44612705560803,0,0,1,0,0,1,7.100278079906735,0,0
1,11737.041934729936,12.250584098426874,2,0.0,0.0,0.880155058130096,0.2,0.6325183372731278,0.1,0.27014851144937985,67.0044181073736,3,0,5,3,1,0,278.70214443010525,0,1
1,12628.449925088447,2.496792007550759,4,0.3,0.2,0.42267455484066047,0.5,0.19464780702098827,0.4,0.11547749470827995,62.44854507627322,3,0,3,4,0,1,130.62474244750354,1,2
1,1934.7988928699663,3.197716291630751,1,0.3,0.1,0.6074701892953784,0.2,0.31247325402451387,0.1,0.40490561771993,48.803117228010194,3,1,3,1,0,1,33.71186543501848,0,2
1,28350.719000080644,15.558219416989063,3,0.3,0.1,0.844201198213868,0.3,0.41741366930187307,0.2,0.19856081329564274,62.764092706967986,2,0,4,3,1,1,385.56874282474075,1,1
1,990.0405120446494,1.790013558791856,1,0.0,0.0,1.0,0.0,0.7230028864789779,0.0,0.5925664644193098,31.676037895134325,6,1,2,3,0,0,22.306914112946313,1,2
1,119988.98894360043,22.106617735280576,5,0.4,0.1,0.8950672031986588,0.3,0.5776237358746452,0.4,0.11182804341055178,54.6951310380491,4,1,3,2,1,0,778.5083781750293,1,2
1,51701.25482743861,14.455793189847924,6,0.3,0.0,0.9777065956453735,0.2,0.4896856866629855,0.3,0.44481706039572544,36.11373496337676,4,1,5,3,1,0,5826.433343033383,1,2
1,1206.235117681741,2.323096485244485,1,0.3,0.1,0.7022427248409253,0.2,0.5289711037733862,0.1,0.621590791760359,46.5360596152315,2,0,2,1,1,1,21.64797373768169,0,1
1,3630.4343640609327,1.0638082325511613,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,97.49403345368398,0,0,2,0,0,1,33.963497073209965,0,0
1,56606.436690525734,25.481272090071553,3,0.4,0.1,0.5150387092825044,0.3,0.3919125307426019,0.4,0.2742271621681983,39.50904398741514,2,1,2,4,1,1,1346.1302996878512,1,2
1,7131.863251938173,3.72343394992449,3,0.3,0.2,0.41680387552495496,0.5,0.02104659481818094,0.4,0.007149573893365524,84.5702836407611,2,0,1,1,0,1,148.7435652308912,1,1
1,31333.28706622086,13.008830201817728,3,0.0,0.0,0.8765662686919736,0.2,0.7911652575400407,0.1,0.5536795912526011,56.02794562547693,5,0,3,2,1,0,381.9422985310671,0,1
1,28782.40527032104,6.7668303496602284,5,0.2,0.2,0.6050754044066035,0.4,0.1922679246871035,0.5,0.052958409601652476,56.61458627210526,1,0,2,3,0,1,843.5851262145693,1,1
1,22152.9926081457,6.595888276438642,1,0.8,0.1,0.0,0.95,0.0,0.95,0.0,98.91628424792819,1,0,0,0,0,1,48.21633575660691,1,0
1,1864.2055772987974,2.3901422446468596,1,0.3,0.1,0.8114686914675593,0.2,0.5991486416368914,0.1,0.31394606409352993,60.7968576491136,1,0,1,3,0,0,12.218833176661839,0,1
1,4531.270063127082,7.948616384438452,1,0.7,0.2,0.0,0.9,0.0,0.9,0.0,89.9154326709645,0,0,1,0,0,1,42.632454698044256,0,0
1,18781.810606399806,10.391230232809145,4,0.0,0.0,1.0,0.0,0.6880732807799246,0.0,0.6733035054638383,21.903271487257506,3,0,3,5,1,0,3165.8350309678294,1,2
1,8369.879546702148,12.136193830708763,1,0.7,0.2,0.0,0.9,0.0,0.9,0.0,95.56087184553228,0,0,1,0,0,1,69.8713010803464,1,0
1,14753.311141394051,12.500355720580417,1,0.7,0.2,0.0,0.9,0.0,0.9,0.0,84.29642056341831,1,0,1,0,0,1,60.93056891075922,1,0
1,14676.163203875838,7.231061166471392,4,0.3,0.2,0.7395357401140659,0.5,0.0025725853773573837,0.4,0.3279787669632401,58.001880653372325,4,0,2,4,0,1,128.98907760636112,1,1
1,58198.097660927146,18.81544041688841,4,0.3,0.0,0.8467707673502969,0.2,0.6924744712109694,0.3,0.3527254108066674,21.495089526603994,6,0,3,5,0,0,675.063328013066,1,2
1,28838.826051368193,8.70581453734236,5,0.2,0.2,0.772811242204007,0.4,0.1410038911962717,0.5,0.28116854617093534,70.6365716690244,2,0,4,3,0,1,249.7398282390451,1,1
1,24412.17651596659,9.682886661221062,2,0.8,0.1,0.0,0.95,0.0,0.95,0.0,94.31373276651216,0,0,1,0,0,1,99.31038609254529,1,0
1,24106.76986024528,11.132750310742544,5,0.2,0.2,0.4262504578296052,0.4,0.42860517896297645,0.5,0.11155005877161737,74.56356930071281,3,0,2,3,0,1,501.3124357390735,1,2
1,32685.553668521894,7.9665382313036215,1,0.0,0.0,0.9562629323384697,0.2,0.563512048105931,0.1,0.5303683063199587,45.443105084649744,5,0,4,3,1,0,145.8246941944596,0,1
1,7966.12599873617,1.0939069412425488,1,0.0,0.0,0.9193810200921056,0.1,0.7638098043791274,0.2,0.4572080276277496,68.93561416810626,3,0,1,3,0,1,48.97690690456468,0,1
1,52464.10524741265,56.61487755546973,8,0.3,0.0,0.7474105374895045,0.2,0.6457432999358548,0.3,0.2892839626766229,39.20483569786804,4,0,3,3,0,0,5538.3667404184325,1,1
1,3367.7234150646746,1.8825039200304337,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,98.23672069919823,2,0,0,0,0,1,23.86291872296982,0,0
1,2656.4049181987784,2.8219193447880135,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,84.9507991120675,0,0,0,0,0,1,14.824764072345701,0,0
1,2715.495350173849,3.1805278777712447,1,0.0,0.0,0.8866493497943312,0.1,0.8937405629611617,0.1,0.35983225706702626,41.61496491589526,3,0,3,3,1,0,59.240995556120694,0,1
1,48676.07056700996,13.08471121133468,5,0.0,0.0,1.0,0.0,0.9631274611938561,0.0,0.6897141232505648,38.72904097753208,3,0,3,5,1,0,1141.2299430568096,1,1
1,1514.8172272150343,2.678946050460742,1,0.3,0.1,0.5048854237095919,0.2,0.4305845232975967,0.1,0.5070846573538845,28.514659965793335,1,0,1,2,0,0,38.37704241307791,0,2
1,3687.6015597754017,2.40030048848962,1,0.0,0.0,0.833496516451814,0.1,0.5418271361337601,0.1,0.5545720998174546,47.66189316217253,2,0,3,2,1,0,31.559138509544173,0,1
1,400.2792394691519,1.0,1,0.5,0.3,0.0,0.9,0.0,0.9,0.0,98.06453685619128,0,0,1,0,0,1,16.751340889124222,0,0
1,5024.1440618949055,5.964920709795504,2,0.6,0.2,0.0,0.9,0.0,0.9,0.0,85.95184752307472,1,0,0,0,0,1,45.743107807860994,1,0
1,40792.553753535074,11.379716703471573,6,0.3,0.0,0.8601176743493815,0.2,0.4917115714305149,0.3,0.34629680877689717,23.225435945366556,4,1,3,5,1,0,2035.8891693946252,1,2
1,2853.294660946591,1.9969438760653269,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,90.84957271438735,0,0,0,0,0,1,22.097840833714955,0,0
1,16092.358740678937,4.850095924791398,3,0.0,0.0,0.8387868870217949,0.2,0.7341362527041903,0.1,0.4908676279065232,60.99472824199934,3,0,5,5,1,0,210.67783097291723,1,1
1,3619.4408821028555,2.7360262257171803,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,88.77230838379181,1,0,0,0,0,1,36.20269714244982,0,0
1,4639.05337471051,1.8304833917051546,1,0.0,0.0,0.8777050985780086,0.1,0.7649453382466764,0.2,0.26319865670169995,58.688997506904485,2,0,3,1,0,1,56.36130082662564,0,1
1,5453.42110610871,7.828370564249838,4,0.3,0.2,0.5065155873238485,0.5,0.03456639309330972,0.4,0.17486615552673063,53.408768739374324,2,0,2,4,0,1,132.70638389496014,1,1
1,2243.0955682910744,3.3042464910608755,1,0.0,0.0,0.8624296113392894,0.1,0.6596183784548444,0.1,0.6431945015690823,30.225760103238756,3,0,2,4,1,0,43.61368624150918,0,1
1,6203.298739446123,4.376610671225571,2,0.0,0.0,0.834633272149421,0.2,0.6346952007296807,0.1,0.25830262729790066,50.73018423248082,4,0,5,2,1,0,156.16277975469285,1,1
1,42915.98011198816,13.988497485120046,6,0.3,0.1,0.7373154378749069,0.3,0.6220852244845985,0.2,0.42226806118002125,53.414174575870085,4,0,4,2,1,1,1976.047364642891,1,1
1,5361.492760562742,2.3101810234491618,2,0.3,0.2,0.3610549570050134,0.5,0.22609951414171764,0.4,0.373550007011162,61.06546367418627,3,0,2,4,0,1,63.73491215393422,1,2
1,127071.5330568572,4.13831946616347,4,0.4,0.1,0.6292522628281114,0.3,0.5892390992281386,0.4,0.27403366890864045,38.89786029641226,4,0,3,5,0,0,889.0033377890857,1,1
1,100438.7111467318,8.546693050544985,3,0.4,0.1,0.5375602863157674,0.3,0.4690408472900505,0.4,0.23312506579137138,60.384978903212684,3,0,2,4,1,0,284.07675613789877,1,1
1,27918.91083014938,14.104523703370514,1,0.0,0.0,0.709116117909051,0.2,0.7654743477534889,0.1,0.47581070041262447,58.677968502203626,3,0,5,3,1,0,221.1776266009129,1,1
1,11478.870286789124,7.996482354624,3,0.3,0.2,0.45905577680905973,0.5,0.4332193337638227,0.4,0.39733477494345143,76.33497169154504,1,0,3,1,0,1,57.45754108251995,1,1
1,3615.110890610247,3.8513496617614233,1,0.0,0.0,0.8876344692823975,0.1,0.8605502598353778,0.1,0.651156463616531,37.929892919134964,4,0,2,3,1,0,46.33467293882549,0,1
1,1675.3156143625688,2.0993846046141935,1,0.7,0.3,0.0,0.8,0.0,0.8,0.0,87.9234538321851,0,0,0,0,0,1,23.460808678675917,0,0
1,14797.875369596439,5.181774781684121,2,0.0,0.0,0.8761185123103452,0.2,0.3842221925713598,0.1,0.4570303875788758,61.57705147730031,4,0,2,3,1,0,477.68013744635596,1,1
1,7047.780075435539,1.3267550255401943,1,0.0,0.0,0.7446975567910584,0.1,0.6106495189075839,0.2,0.2738208976393995,54.30086425123477,2,0,3,2,1,1,40.84936529941338,0,1
1,9390.433380819353,14.760571478081468,1,0.7,0.2,0.0,0.9,0.0,0.9,0.0,96.16454988109976,0,0,0,0,0,1,49.003725446860265,0,0
0,554.0662410757108,2.8520552722389225,1,0.3,0.1,0.7615423622908923,0.2,0.5680384138443766,0.1,0.6718423509687956,46.2904085335616,4,0,2,2,0,1,51.15870077978301,0,1
1,175.31749920211178,1.0,1,0.5,0.3,0.0,0.9,0.0,0.9,0.0,97.89123689920883,0,0,0,0,0,1,15.63569392583649,0,0
1,10180.98798059996,3.5393767022081826,3,0.3,0.2,0.7029962748875791,0.5,0.2751132710781309,0.4,0.017365013141927666,72.16029814579079,4,0,3,2,0,1,171.07021750828642,1,1
1,3449.322118854241,1.63613451972468,1,0.0,0.0,0.8832942966552975,0.1,0.564411387922682,0.2,0.4519583908600161,67.00069370194034,2,0,2,3,1,0,52.90457274054714,0,1
1,24597.70632498718,5.146423766016018,4,0.2,0.2,0.5807070714948916,0.4,0.33464338527018966,0.5,0.05040426232345902,72.10621234832547,2,0,1,3,0,1,581.8222916583948,1,1
1,6524.72832479554,3.3814770105672194,4,0.3,0.2,0.573348706357035,0.5,0.11597354805798771,0.4,0.1563623983622059,70.80667173151606,2,0,2,4,0,1,61.8303604090773,1,1
1,36257.07608986217,9.138395379107378,6,0.0,0.0,1.0,0.0,0.8898067405594472,0.0,0.406328436706233,28.527250611855514,4,0,4,5,1,0,3102.741126528841,1,2
1,6373.112147652224,3.1992154943500273,1,0.0,0.0,0.8787252184566869,0.2,0.5005939570194913,0.1,0.34678243168192024,47.02461661714964,4,0,2,2,1,0,422.65703209565413,1,1
